address,Latitude,Longitude,type,count,time
대전광역시 서구 도안동 906,36.3316999700665,127.341795201489,대형폐기물,1,2024-10-26 00:33:03
대전광역시 서구 도안동 2013,36.3072126661495,127.354047401597,pp마대,5,2024-08-10 00:33:03
대전광역시 대덕구 상서동 411,36.4219009695207,127.423874747094,pp마대,3,2024-05-22 00:33:03
대전광역시 서구 관저동 984,36.3085933652258,127.338841243288,pp마대,4,2023-12-17 00:33:03
대전광역시 서구 관저동 985,36.3092827743861,127.338457858345,pp마대,3,2024-09-13 00:33:03
대전광역시 대덕구 상서동 418-4,36.4215451599694,127.423832559993,대형폐기물,5,2024-02-10 00:33:03
대전광역시 서구 관저동 1559-2,36.2960246411303,127.337889032421,pp마대,1,2024-01-10 00:33:03
대전광역시 서구 도안동 2050,36.305696825481,127.353486298571,pp마대,2,2024-05-19 00:33:03
대전광역시 서구 관저동 984-2,36.3086272511094,127.337343030077,대형폐기물,10,2024-06-09 00:33:03
대전광역시 대덕구 상서동 428-1,36.4209979065325,127.423749972063,pp마대,3,2024-08-28 00:33:03
대전광역시 대덕구 읍내동 454-7,36.3708865460947,127.420768223532,pp마대,10,2024-08-12 00:33:03
대전광역시 대덕구 상서동 산75-2,36.4217416353279,127.419590742414,pp마대,9,2024-02-15 00:33:03
대전광역시 대덕구 읍내동 504-22,36.3786891209115,127.412063140498,대형폐기물,2,2024-08-15 00:33:03
대전광역시 대덕구 와동 494,36.408134486016,127.418236030515,대형폐기물,9,2024-10-13 00:33:03
대전광역시 서구 도안동 2378,36.3247063708047,127.34807082101,대형폐기물,6,2024-10-02 00:33:03
대전광역시 유성구 원신흥동 641,36.3401621505727,127.349882932338,대형폐기물,6,2024-11-24 00:33:03
대전광역시 서구 월평동 186-22,36.3505915691297,127.351322699921,대형폐기물,4,2024-01-14 00:33:03
대전광역시 서구 만년동 640,36.3708659077165,127.377616369387,대형폐기물,4,2024-01-28 00:33:03
대전광역시 대덕구 대화동 94-25,36.3768840155574,127.410615581337,대형폐기물,5,2024-07-24 00:33:03
대전광역시 대덕구 대화동 4-2,36.3696139433751,127.419580872792,pp마대,10,2024-05-23 00:33:03
