수거순서,쓰레기확인시간,위도,경도,폐기물종류,폐기물개수
1,2000-01-01 03:38:35.642636,36.4216090560865,127.423704564947,대형폐기물,0
2,2024-06-13 03:43:14.875399,36.408134486016,127.418236030515,대형폐기물,3
3,2024-10-30 03:43:14.877402,36.3768840155574,127.410615581337,pp마대,10
4,2024-04-20 03:43:14.878400,36.3696139433751,127.419580872792,대형폐기물,9
5,2024-07-01 03:43:14.874400,36.3708865460947,127.420768223532,pp마대,3
6,2024-10-04 03:43:14.873396,36.305696825481,127.353486298571,pp마대,1
7,2024-05-25 03:43:14.870334,36.3072126661495,127.354047401597,대형폐기물,9
8,2024-05-12 03:43:14.872374,36.2960246411303,127.337889032421,대형폐기물,9
9,2024-03-11 03:43:14.871369,36.3085933652258,127.338841243288,pp마대,4
10,2024-05-27 03:43:14.873396,36.3086272511094,127.337343030077,대형폐기물,6
11,2024-04-01 03:43:14.871369,36.3092827743861,127.338457858345,pp마대,2
12,2024-01-05 03:43:14.876401,36.3247063708047,127.34807082101,대형폐기물,2
13,2024-02-26 03:43:14.869407,36.3316999700665,127.341795201489,pp마대,1
14,2024-08-29 03:43:14.876401,36.3401621505727,127.349882932338,대형폐기물,4
15,2024-09-07 03:43:14.876401,36.3505915691297,127.351322699921,대형폐기물,10
16,2024-02-03 03:43:14.877402,36.3708659077165,127.377616369387,pp마대,6
17,2024-04-12 03:43:14.875399,36.3786891209115,127.412063140498,대형폐기물,9
18,2024-01-19 03:43:14.874400,36.4217416353279,127.419590742414,대형폐기물,7
19,2024-08-16 03:43:14.870334,36.4219009695207,127.423874747094,대형폐기물,5
20,2024-09-21 03:43:14.872374,36.4215451599694,127.423832559993,대형폐기물,3
21,2024-10-16 03:43:14.874400,36.4209979065325,127.423749972063,대형폐기물,9
22,2024-11-27 03:43:14.868345,36.4216090560865,127.423704564947,대형폐기물,0
총 거리 (m),50608
총 적재량,112
